0,0,1
0,3,1
1,3,3
2,3,5
3,2,1
3,3,1
4,3,7
5,0,1
6,1,3
7,3,2
8,3,2
9,0,1
11,3,1
12,3,2
13,3,1
14,3,2
15,3,1
21,3,1
22,1,1
22,2,1
28,3,1
-2,3,0
